Registration Year,EV Registrations,State,County GEOID,ZIP Code,County
2010,20,California,06001,,
2011,362,California,06001,,
2012,1168,California,06001,,
2013,3622,California,06001,,
2014,8304,California,06001,,
2015,13197,California,06001,,
2016,18116,California,06001,,
2017,24758,California,06001,,
2018,34389,California,06001,,
2019,42451,California,06001,,
2020,45785,California,06001,,
2013,2,California,06003,,
2014,5,California,06003,,
2015,3,California,06003,,
2016,4,California,06003,,
2017,3,California,06003,,
2018,4,California,06003,,
2019,6,California,06003,,
2020,11,California,06003,,
2010,1,California,06005,,
2011,6,California,06005,,
2012,8,California,06005,,
2013,9,California,06005,,
2014,21,California,06005,,
2015,44,California,06005,,
2016,58,California,06005,,
2017,92,California,06005,,
2018,128,California,06005,,
2019,175,California,06005,,
2020,226,California,06005,,
2011,8,California,06007,,
2012,28,California,06007,,
2013,69,California,06007,,
2014,134,California,06007,,
2015,178,California,06007,,
2016,245,California,06007,,
2017,395,California,06007,,
2018,588,California,06007,,
2019,796,California,06007,,
2020,982,California,06007,,
2011,4,California,06009,,
2012,8,California,06009,,
2013,27,California,06009,,
2014,40,California,06009,,
2015,53,California,06009,,
2016,75,California,06009,,
2017,115,California,06009,,
2018,177,California,06009,,
2019,224,California,06009,,
2020,276,California,06009,,
2013,1,California,06011,,
2014,4,California,06011,,
2015,6,California,06011,,
2016,8,California,06011,,
2017,12,California,06011,,
2018,21,California,06011,,
2019,28,California,06011,,
2020,45,California,06011,,
2010,10,California,06013,,
2011,158,California,06013,,
2012,632,California,06013,,
2013,1929,California,06013,,
2014,4233,California,06013,,
2015,6769,California,06013,,
2016,9279,California,06013,,
2017,12882,California,06013,,
2018,18253,California,06013,,
2019,22803,California,06013,,
2020,25938,California,06013,,
2012,3,California,06015,,
2013,12,California,06015,,
2014,19,California,06015,,
2015,26,California,06015,,
2016,36,California,06015,,
2017,47,California,06015,,
2018,64,California,06015,,
2019,76,California,06015,,
2020,92,California,06015,,
2011,21,California,06017,,
2012,68,California,06017,,
2013,212,California,06017,,
2014,460,California,06017,,
2015,679,California,06017,,
2016,925,California,06017,,
2017,1314,California,06017,,
2018,1894,California,06017,,
2019,2381,California,06017,,
2020,2795,California,06017,,
2010,2,California,06019,,
2011,33,California,06019,,
2012,76,California,06019,,
2013,226,California,06019,,
2014,740,California,06019,,
2015,1306,California,06019,,
2016,2054,California,06019,,
2017,3198,California,06019,,
2018,4154,California,06019,,
2019,5015,California,06019,,
2020,5481,California,06019,,
2013,2,California,06021,,
2014,4,California,06021,,
2015,11,California,06021,,
2016,19,California,06021,,
2017,24,California,06021,,
2018,35,California,06021,,
2019,53,California,06021,,
2020,65,California,06021,,
2010,2,California,06023,,
2011,9,California,06023,,
2012,21,California,06023,,
2013,54,California,06023,,
2014,221,California,06023,,
2015,455,California,06023,,
2016,672,California,06023,,
2017,960,California,06023,,
2018,1170,California,06023,,
2019,1367,California,06023,,
2020,1475,California,06023,,
2011,1,California,06025,,
2012,4,California,06025,,
2013,15,California,06025,,
2014,27,California,06025,,
2015,42,California,06025,,
2016,62,California,06025,,
2017,109,California,06025,,
2018,163,California,06025,,
2019,234,California,06025,,
2020,288,California,06025,,
2012,2,California,06027,,
2013,6,California,06027,,
2014,9,California,06027,,
2015,12,California,06027,,
2016,15,California,06027,,
2017,26,California,06027,,
2018,42,California,06027,,
2019,53,California,06027,,
2020,78,California,06027,,
2010,1,California,06029,,
2011,26,California,06029,,
2012,62,California,06029,,
2013,189,California,06029,,
2014,414,California,06029,,
2015,684,California,06029,,
2016,987,California,06029,,
2017,1492,California,06029,,
2018,2092,California,06029,,
2019,2785,California,06029,,
2020,3222,California,06029,,
2011,3,California,06031,,
2012,3,California,06031,,
2013,11,California,06031,,
2014,23,California,06031,,
2015,45,California,06031,,
2016,92,California,06031,,
2017,183,California,06031,,
2018,272,California,06031,,
2019,367,California,06031,,
2020,379,California,06031,,
2010,1,California,06033,,
2011,3,California,06033,,
2012,10,California,06033,,
2013,24,California,06033,,
2014,56,California,06033,,
2015,90,California,06033,,
2016,115,California,06033,,
2017,203,California,06033,,
2018,265,California,06033,,
2019,355,California,06033,,
2020,376,California,06033,,
2012,1,California,06035,,
2013,1,California,06035,,
2014,5,California,06035,,
2015,6,California,06035,,
2016,6,California,06035,,
2017,8,California,06035,,
2018,14,California,06035,,
2019,13,California,06035,,
2020,14,California,06035,,
2010,360,California,06037,,
2011,1445,California,06037,,
2012,4716,California,06037,,
2013,13852,California,06037,,
2014,28680,California,06037,,
2015,42917,California,06037,,
2016,60248,California,06037,,
2017,83975,California,06037,,
2018,113139,California,06037,,
2019,139111,California,06037,,
2020,154234,California,06037,,
2011,5,California,06039,,
2012,14,California,06039,,
2013,27,California,06039,,
2014,85,California,06039,,
2015,138,California,06039,,
2016,192,California,06039,,
2017,281,California,06039,,
2018,362,California,06039,,
2019,480,California,06039,,
2020,574,California,06039,,
2010,15,California,06041,,
2011,104,California,06041,,
2012,316,California,06041,,
2013,946,California,06041,,
2014,1866,California,06041,,
2015,2826,California,06041,,
2016,3852,California,06041,,
2017,5227,California,06041,,
2018,6932,California,06041,,
2019,8438,California,06041,,
2020,9657,California,06041,,
2011,1,California,06043,,
2012,2,California,06043,,
2013,5,California,06043,,
2014,11,California,06043,,
2015,13,California,06043,,
2016,22,California,06043,,
2017,28,California,06043,,
2018,57,California,06043,,
2019,69,California,06043,,
2020,81,California,06043,,
2011,3,California,06045,,
2012,18,California,06045,,
2013,43,California,06045,,
2014,130,California,06045,,
2015,294,California,06045,,
2016,440,California,06045,,
2017,601,California,06045,,
2018,726,California,06045,,
2019,847,California,06045,,
2020,924,California,06045,,
2011,3,California,06047,,
2012,16,California,06047,,
2013,39,California,06047,,
2014,91,California,06047,,
2015,153,California,06047,,
2016,225,California,06047,,
2017,348,California,06047,,
2018,567,California,06047,,
2019,784,California,06047,,
2020,968,California,06047,,
2015,1,California,06049,,
2016,2,California,06049,,
2017,2,California,06049,,
2018,6,California,06049,,
2019,2,California,06049,,
2020,1,California,06049,,
2013,1,California,06051,,
2014,6,California,06051,,
2015,8,California,06051,,
2016,15,California,06051,,
2017,22,California,06051,,
2018,31,California,06051,,
2019,41,California,06051,,
2020,67,California,06051,,
2010,1,California,06053,,
2011,27,California,06053,,
2012,76,California,06053,,
2013,211,California,06053,,
2014,509,California,06053,,
2015,794,California,06053,,
2016,1093,California,06053,,
2017,1566,California,06053,,
2018,2257,California,06053,,
2019,2876,California,06053,,
2020,3429,California,06053,,
2010,4,California,06055,,
2011,24,California,06055,,
2012,81,California,06055,,
2013,210,California,06055,,
2014,423,California,06055,,
2015,627,California,06055,,
2016,888,California,06055,,
2017,1222,California,06055,,
2018,1649,California,06055,,
2019,2006,California,06055,,
2020,2365,California,06055,,
2011,4,California,06057,,
2012,19,California,06057,,
2013,52,California,06057,,
2014,113,California,06057,,
2015,204,California,06057,,
2016,324,California,06057,,
2017,475,California,06057,,
2018,680,California,06057,,
2019,885,California,06057,,
2020,1113,California,06057,,
2010,38,California,06059,,
2011,442,California,06059,,
2012,2167,California,06059,,
2013,6107,California,06059,,
2014,12668,California,06059,,
2015,19295,California,06059,,
2016,26744,California,06059,,
2017,38133,California,06059,,
2018,53597,California,06059,,
2019,67427,California,06059,,
2020,76706,California,06059,,
2010,5,California,06061,,
2011,35,California,06061,,
2012,118,California,06061,,
2013,387,California,06061,,
2014,882,California,06061,,
2015,1356,California,06061,,
2016,1820,California,06061,,
2017,2625,California,06061,,
2018,3804,California,06061,,
2019,5190,California,06061,,
2020,6339,California,06061,,
2012,1,California,06063,,
2013,3,California,06063,,
2014,6,California,06063,,
2015,6,California,06063,,
2016,11,California,06063,,
2017,18,California,06063,,
2018,28,California,06063,,
2019,34,California,06063,,
2020,52,California,06063,,
2010,4,California,06065,,
2011,99,California,06065,,
2012,445,California,06065,,
2013,1299,California,06065,,
2014,2933,California,06065,,
2015,4509,California,06065,,
2016,6312,California,06065,,
2017,9774,California,06065,,
2018,14102,California,06065,,
2019,19075,California,06065,,
2020,22953,California,06065,,
2010,6,California,06067,,
2011,101,California,06067,,
2012,290,California,06067,,
2013,1002,California,06067,,
2014,2229,California,06067,,
2015,3358,California,06067,,
2016,4543,California,06067,,
2017,6860,California,06067,,
2018,10313,California,06067,,
2019,13770,California,06067,,
2020,15855,California,06067,,
2010,1,California,06069,,
2011,4,California,06069,,
2012,14,California,06069,,
2013,45,California,06069,,
2014,99,California,06069,,
2015,143,California,06069,,
2016,209,California,06069,,
2017,347,California,06069,,
2018,478,California,06069,,
2019,600,California,06069,,
2020,718,California,06069,,
2010,4,California,06071,,
2011,66,California,06071,,
2012,344,California,06071,,
2013,1003,California,06071,,
2014,2295,California,06071,,
2015,3506,California,06071,,
2016,4894,California,06071,,
2017,7400,California,06071,,
2018,10693,California,06071,,
2019,14478,California,06071,,
2020,17279,California,06071,,
2010,29,California,06073,,
2011,781,California,06073,,
2012,1967,California,06073,,
2013,4448,California,06073,,
2014,8186,California,06073,,
2015,12054,California,06073,,
2016,16908,California,06073,,
2017,23347,California,06073,,
2018,33694,California,06073,,
2019,43982,California,06073,,
2020,51616,California,06073,,
2010,24,California,06075,,
2011,163,California,06075,,
2012,507,California,06075,,
2013,1313,California,06075,,
2014,2618,California,06075,,
2015,4045,California,06075,,
2016,5528,California,06075,,
2017,7748,California,06075,,
2018,11172,California,06075,,
2019,13659,California,06075,,
2020,16134,California,06075,,
2010,1,California,06077,,
2011,20,California,06077,,
2012,75,California,06077,,
2013,218,California,06077,,
2014,537,California,06077,,
2015,867,California,06077,,
2016,1439,California,06077,,
2017,2328,California,06077,,
2018,3458,California,06077,,
2019,4804,California,06077,,
2020,5918,California,06077,,
2010,1,California,06079,,
2011,35,California,06079,,
2012,82,California,06079,,
2013,251,California,06079,,
2014,476,California,06079,,
2015,766,California,06079,,
2016,1061,California,06079,,
2017,1648,California,06079,,
2018,2476,California,06079,,
2019,3316,California,06079,,
2020,3964,California,06079,,
2010,50,California,06081,,
2011,339,California,06081,,
2012,816,California,06081,,
2013,2441,California,06081,,
2014,4491,California,06081,,
2015,6854,California,06081,,
2016,9397,California,06081,,
2017,12615,California,06081,,
2018,18132,California,06081,,
2019,22544,California,06081,,
2020,24890,California,06081,,
2010,11,California,06083,,
2011,79,California,06083,,
2012,170,California,06083,,
2013,414,California,06083,,
2014,755,California,06083,,
2015,1069,California,06083,,
2016,1566,California,06083,,
2017,2353,California,06083,,
2018,3321,California,06083,,
2019,4162,California,06083,,
2020,5088,California,06083,,
2010,93,California,06085,,
2011,861,California,06085,,
2012,2511,California,06085,,
2013,7816,California,06085,,
2014,16156,California,06085,,
2015,24812,California,06085,,
2016,33564,California,06085,,
2017,44014,California,06085,,
2018,59440,California,06085,,
2019,70286,California,06085,,
2020,73092,California,06085,,
2010,6,California,06087,,
2011,50,California,06087,,
2012,154,California,06087,,
2013,546,California,06087,,
2014,1090,California,06087,,
2015,1702,California,06087,,
2016,2273,California,06087,,
2017,3053,California,06087,,
2018,3988,California,06087,,
2019,4866,California,06087,,
2020,5420,California,06087,,
2011,9,California,06089,,
2012,19,California,06089,,
2013,52,California,06089,,
2014,97,California,06089,,
2015,144,California,06089,,
2016,191,California,06089,,
2017,296,California,06089,,
2018,442,California,06089,,
2019,578,California,06089,,
2020,734,California,06089,,
2014,1,California,06091,,
2015,2,California,06091,,
2016,3,California,06091,,
2017,3,California,06091,,
2018,6,California,06091,,
2019,3,California,06091,,
2020,7,California,06091,,
2012,3,California,06093,,
2013,9,California,06093,,
2014,20,California,06093,,
2015,28,California,06093,,
2016,35,California,06093,,
2017,47,California,06093,,
2018,68,California,06093,,
2019,83,California,06093,,
2020,98,California,06093,,
2011,24,California,06095,,
2012,107,California,06095,,
2013,325,California,06095,,
2014,767,California,06095,,
2015,1242,California,06095,,
2016,1644,California,06095,,
2017,2424,California,06095,,
2018,3414,California,06095,,
2019,4502,California,06095,,
2020,5139,California,06095,,
2010,8,California,06097,,
2011,78,California,06097,,
2012,238,California,06097,,
2013,756,California,06097,,
2014,1821,California,06097,,
2015,2946,California,06097,,
2016,4084,California,06097,,
2017,6252,California,06097,,
2018,7992,California,06097,,
2019,9121,California,06097,,
2020,9868,California,06097,,
2010,1,California,06099,,
2011,17,California,06099,,
2012,40,California,06099,,
2013,108,California,06099,,
2014,238,California,06099,,
2015,464,California,06099,,
2016,810,California,06099,,
2017,1188,California,06099,,
2018,1603,California,06099,,
2019,2151,California,06099,,
2020,2606,California,06099,,
2012,4,California,06101,,
2013,10,California,06101,,
2014,34,California,06101,,
2015,48,California,06101,,
2016,70,California,06101,,
2017,112,California,06101,,
2018,173,California,06101,,
2019,283,California,06101,,
2020,364,California,06101,,
2011,2,California,06103,,
2012,4,California,06103,,
2013,6,California,06103,,
2014,22,California,06103,,
2015,27,California,06103,,
2016,33,California,06103,,
2017,56,California,06103,,
2018,75,California,06103,,
2019,109,California,06103,,
2020,143,California,06103,,
2011,1,California,06105,,
2012,4,California,06105,,
2013,3,California,06105,,
2014,5,California,06105,,
2015,10,California,06105,,
2016,18,California,06105,,
2017,22,California,06105,,
2018,26,California,06105,,
2019,33,California,06105,,
2020,47,California,06105,,
2010,1,California,06107,,
2011,13,California,06107,,
2012,31,California,06107,,
2013,62,California,06107,,
2014,126,California,06107,,
2015,201,California,06107,,
2016,281,California,06107,,
2017,609,California,06107,,
2018,852,California,06107,,
2019,1164,California,06107,,
2020,1391,California,06107,,
2011,3,California,06109,,
2012,7,California,06109,,
2013,12,California,06109,,
2014,26,California,06109,,
2015,42,California,06109,,
2016,59,California,06109,,
2017,95,California,06109,,
2018,136,California,06109,,
2019,191,California,06109,,
2020,240,California,06109,,
2010,42,California,06111,,
2011,155,California,06111,,
2012,491,California,06111,,
2013,1139,California,06111,,
2014,2243,California,06111,,
2015,3303,California,06111,,
2016,4447,California,06111,,
2017,6264,California,06111,,
2018,8869,California,06111,,
2019,11385,California,06111,,
2020,13080,California,06111,,
2010,1,California,06113,,
2011,33,California,06113,,
2012,87,California,06113,,
2013,259,California,06113,,
2014,498,California,06113,,
2015,697,California,06113,,
2016,924,California,06113,,
2017,1344,California,06113,,
2018,1981,California,06113,,
2019,2595,California,06113,,
2020,2948,California,06113,,
2011,2,California,06115,,
2012,6,California,06115,,
2013,18,California,06115,,
2014,31,California,06115,,
2015,44,California,06115,,
2016,68,California,06115,,
2017,101,California,06115,,
2018,148,California,06115,,
2019,235,California,06115,,
2020,289,California,06115,,
2022,3,Colorado,,00646,
2024,1,Colorado,,01027,
2024,1,Colorado,,01096,
2024,3,Colorado,,01109,
2024,2,Colorado,,01730,
2024,2,Colorado,,01760,
2022,3,Colorado,,01776,
2024,4,Colorado,,01778,
2023,3,Colorado,,01886,
2023,3,Colorado,,01906,
2023,3,Colorado,,02093,
2021,3,Colorado,,02118,
2024,3,Colorado,,02125,
2024,2,Colorado,,02129,
2024,3,Colorado,,02138,
2023,3,Colorado,,02210,
2023,3,Colorado,,02360,
2024,1,Colorado,,02420,
2022,4,Colorado,,02445,
2022,3,Colorado,,02467,
2024,3,Colorado,,02478,
2024,5,Colorado,,02554,
2022,1,Colorado,,02563,
2024,3,Colorado,,02642,
2024,2,Colorado,,02653,
2023,3,Colorado,,02664,
2023,4,Colorado,,03048,
2021,3,Colorado,,03053,
2023,3,Colorado,,03054,
2024,4,Colorado,,03255,
2022,3,Colorado,,03278,
2024,5,Colorado,,03580,
2024,6,Colorado,,03801,
2024,5,Colorado,,03824,
2023,3,Colorado,,03894,
2022,3,Colorado,,04921,
2023,5,Colorado,,04924,
2021,4,Colorado,,05048,
2023,3,Colorado,,05401,
2022,3,Colorado,,05403,
2023,3,Colorado,,05674,
2023,5,Colorado,,05776,
2023,8,Colorado,,06032,
2022,3,Colorado,,06092,
2022,5,Colorado,,06110,
2024,1,Colorado,,06340,
2024,3,Colorado,,06451,
2021,4,Colorado,,06460,
2024,3,Colorado,,06473,
2024,6,Colorado,,06484,
2022,5,Colorado,,06896,
2023,3,Colorado,,07002,
2023,3,Colorado,,07012,
2024,1,Colorado,,07023,
2024,1,Colorado,,07104,
2022,1,Colorado,,07495,
2024,5,Colorado,,07524,
2021,4,Colorado,,07601,
2022,1,Colorado,,07601,
2024,4,Colorado,,07601,
2024,3,Colorado,,07652,
2024,3,Colorado,,07712,
2023,3,Colorado,,07724,
2022,3,Colorado,,07731,
2023,5,Colorado,,07735,
2022,5,Colorado,,07760,
2023,3,Colorado,,07960,
2022,2,Colorado,,08001,
2023,3,Colorado,,08001,
2024,1,Colorado,,08001,
2024,1,Colorado,,08002,
2024,3,Colorado,,08022,
2022,2,Colorado,,08049,
2023,4,Colorado,,08052,
2022,6,Colorado,,08054,
2024,2,Colorado,,08054,
2024,1,Colorado,,08103,
2022,3,Colorado,,08628,
2023,3,Colorado,,08638,
2022,2,Colorado,,08701,
2022,3,Colorado,,08753,
2024,3,Colorado,,08830,
2024,3,Colorado,,08835,
2024,5,Colorado,,08857,
2023,4,Colorado,,10014,
2024,3,Colorado,,10305,
2024,3,Colorado,,10536,
2023,2,Colorado,,10804,
2024,3,Colorado,,10804,
2024,3,Colorado,,10901,
2022,5,Colorado,,11101,
2024,1,Colorado,,11216,
2022,3,Colorado,,11234,
2023,5,Colorado,,11373,
2023,3,Colorado,,11377,
2024,3,Colorado,,11542,
2024,3,Colorado,,11552,
2024,3,Colorado,,11581,
2024,3,Colorado,,11743,
2024,4,Colorado,,11756,
2023,5,Colorado,,11767,
2023,3,Colorado,,12084,
2022,3,Colorado,,12118,
2022,3,Colorado,,12139,
2023,3,Colorado,,12188,
2024,4,Colorado,,12302,
2023,3,Colorado,,12439,
2021,4,Colorado,,12498,
2023,3,Colorado,,12528,
2022,3,Colorado,,12550,
2021,4,Colorado,,12866,
2022,7,Colorado,,12866,
2024,2,Colorado,,13078,
2022,3,Colorado,,13326,
2022,3,Colorado,,13354,
2023,3,Colorado,,13607,
2024,3,Colorado,,14001,
2023,7,Colorado,,14226,
2022,3,Colorado,,14564,
2023,3,Colorado,,14564,
2024,3,Colorado,,14580,
2022,1,Colorado,,14812,
2023,3,Colorado,,15090,
2022,3,Colorado,,15101,
2022,6,Colorado,,15201,
2024,3,Colorado,,15201,
2023,3,Colorado,,15215,
2024,3,Colorado,,15218,
2023,3,Colorado,,15220,
2024,3,Colorado,,15228,
2023,4,Colorado,,16701,
2023,3,Colorado,,16901,
2023,3,Colorado,,17025,
2024,3,Colorado,,17042,
2024,5,Colorado,,17325,
2021,1,Colorado,,18020,
2024,3,Colorado,,18020,
2023,3,Colorado,,18034,
2024,5,Colorado,,18045,
2023,2,Colorado,,18071,
2023,3,Colorado,,18104,
2024,1,Colorado,,18325,
2021,3,Colorado,,18428,
2022,3,Colorado,,18504,
2024,3,Colorado,,18940,
2021,1,Colorado,,19002,
2022,3,Colorado,,19008,
2024,4,Colorado,,19008,
2022,3,Colorado,,19035,
2024,5,Colorado,,19103,
2022,4,Colorado,,19136,
2024,1,Colorado,,19146,
2024,1,Colorado,,19151,
2023,3,Colorado,,19312,
2022,3,Colorado,,19606,
2023,3,Colorado,,19713,
2024,3,Colorado,,19802,
2024,1,Colorado,,19897,
2022,5,Colorado,,20001,
2023,6,Colorado,,20001,
2024,1,Colorado,,20010,
2022,2,Colorado,,20011,
2023,3,Colorado,,20011,
2021,4,Colorado,,20105,
2022,4,Colorado,,20105,
2023,3,Colorado,,20105,
2022,1,Colorado,,20109,
2023,3,Colorado,,20111,
2023,2,Colorado,,20164,
2024,3,Colorado,,20164,
2024,1,Colorado,,20166,
2023,3,Colorado,,20190,
2022,3,Colorado,,20198,
2023,6,Colorado,,20723,
2022,7,Colorado,,20815,
2023,4,Colorado,,20815,
2024,6,Colorado,,20817,
2022,2,Colorado,,20852,
2024,6,Colorado,,20854,
2023,3,Colorado,,20871,
2022,8,Colorado,,20879,
2022,1,Colorado,,21043,
2023,4,Colorado,,21044,
2024,3,Colorado,,21047,
2021,3,Colorado,,21054,
2021,3,Colorado,,21060,
2023,3,Colorado,,21136,
2022,7,Colorado,,21152,
2023,10,Colorado,,21152,
2022,3,Colorado,,21208,
2024,3,Colorado,,21209,
2023,3,Colorado,,21403,
2024,4,Colorado,,21502,
2023,3,Colorado,,22043,
2023,6,Colorado,,22101,
2023,3,Colorado,,22102,
2024,3,Colorado,,22102,
2022,7,Colorado,,22192,
2024,2,Colorado,,22201,
2024,1,Colorado,,22203,
2021,4,Colorado,,22205,
2023,3,Colorado,,22205,
2024,3,Colorado,,22207,
2024,3,Colorado,,22303,
2023,3,Colorado,,22304,
2022,1,Colorado,,22307,
2023,3,Colorado,,22307,
2023,5,Colorado,,22314,
2022,4,Colorado,,22405,
2024,3,Colorado,,22485,
2023,5,Colorado,,22655,
2024,3,Colorado,,22901,
2024,4,Colorado,,22911,
2024,3,Colorado,,22923,
2022,4,Colorado,,22968,
2023,3,Colorado,,22968,
2024,3,Colorado,,23059,
2023,3,Colorado,,23103,
2021,3,Colorado,,23111,
2022,3,Colorado,,23114,
2023,3,Colorado,,23185,
2023,3,Colorado,,23220,
2024,4,Colorado,,23430,
2023,3,Colorado,,23454,
2022,3,Colorado,,23462,
2023,5,Colorado,,23464,
2024,3,Colorado,,23505,
2024,3,Colorado,,23832,
2024,3,Colorado,,24060,
2024,2,Colorado,,24153,
2024,2,Colorado,,24301,
2021,5,Colorado,,24504,
2023,4,Colorado,,24983,
2024,2,Colorado,,25503,
2023,3,Colorado,,26505,
2024,4,Colorado,,26554,
2023,2,Colorado,,27028,
2024,10,Colorado,,27028,
2024,3,Colorado,,27265,
2021,2,Colorado,,27312,
2024,5,Colorado,,27377,
2021,4,Colorado,,27514,
2023,3,Colorado,,27517,
2021,5,Colorado,,27539,
2023,5,Colorado,,27583,
2022,2,Colorado,,27592,
2023,3,Colorado,,27603,
2022,3,Colorado,,27617,
2024,3,Colorado,,27703,
2022,3,Colorado,,27704,
2022,3,Colorado,,27954,
2023,3,Colorado,,28036,
2024,5,Colorado,,28036,
2024,2,Colorado,,28037,
2024,3,Colorado,,28078,
2024,3,Colorado,,28086,
2022,3,Colorado,,28097,
2024,2,Colorado,,28115,
2021,3,Colorado,,28117,
2024,3,Colorado,,28117,
2023,4,Colorado,,28209,
2024,3,Colorado,,28217,
2024,3,Colorado,,28226,
2023,3,Colorado,,28269,
2024,3,Colorado,,28269,
2024,3,Colorado,,28277,
2023,5,Colorado,,28306,
2024,1,Colorado,,28306,
2023,3,Colorado,,28310,
2024,4,Colorado,,28323,
2024,1,Colorado,,28383,
2022,5,Colorado,,28401,
2022,3,Colorado,,28411,
2022,3,Colorado,,28480,
2024,4,Colorado,,28601,
2022,6,Colorado,,28704,
2024,3,Colorado,,28739,
2021,3,Colorado,,28746,
2023,3,Colorado,,28787,
2022,4,Colorado,,28806,
2023,5,Colorado,,28904,
2024,3,Colorado,,28904,
2023,5,Colorado,,29063,
2022,1,Colorado,,29072,
2022,3,Colorado,,29201,
2022,3,Colorado,,29209,
2023,6,Colorado,,29210,
2022,3,Colorado,,29212,
2022,5,Colorado,,29223,
2022,1,Colorado,,29307,
2023,3,Colorado,,29307,
2022,3,Colorado,,29334,
2021,3,Colorado,,29401,
2021,1,Colorado,,29405,
2022,4,Colorado,,29405,
2024,3,Colorado,,29410,
2023,5,Colorado,,29455,
2023,3,Colorado,,29466,
2022,5,Colorado,,29486,
2024,1,Colorado,,29486,
2023,2,Colorado,,29536,
2024,4,Colorado,,29536,
2021,2,Colorado,,29579,
2023,2,Colorado,,29585,
2024,3,Colorado,,29585,
2024,3,Colorado,,29651,
2022,5,Colorado,,29662,
2024,1,Colorado,,29841,
2023,5,Colorado,,29906,
2024,4,Colorado,,29910,
2022,1,Colorado,,29920,
2022,3,Colorado,,29926,
2024,2,Colorado,,30004,
2024,3,Colorado,,30005,
2022,6,Colorado,,30008,
2022,9,Colorado,,30009,
2023,3,Colorado,,30009,
2024,9,Colorado,,30009,
2024,3,Colorado,,30016,
2024,3,Colorado,,30019,
2022,4,Colorado,,30030,
2022,3,Colorado,,30040,
2021,4,Colorado,,30041,
2022,3,Colorado,,30043,
2023,4,Colorado,,30047,
2024,2,Colorado,,30047,
2024,3,Colorado,,30067,
2023,3,Colorado,,30084,
2024,3,Colorado,,30102,
2023,5,Colorado,,30107,
2021,4,Colorado,,30127,
2024,3,Colorado,,30132,
2022,3,Colorado,,30161,
2023,3,Colorado,,30168,
2023,10,Colorado,,30188,
2022,4,Colorado,,30223,
2022,1,Colorado,,30240,
2023,2,Colorado,,30269,
2023,3,Colorado,,30305,
2024,2,Colorado,,30305,
2024,3,Colorado,,30308,
2024,3,Colorado,,30310,
2024,3,Colorado,,30318,
2023,3,Colorado,,30319,
2024,3,Colorado,,30324,
2023,3,Colorado,,30327,
2023,6,Colorado,,30328,
2023,3,Colorado,,30338,
2022,3,Colorado,,30341,
2023,6,Colorado,,30341,
2023,3,Colorado,,30342,
2023,3,Colorado,,30363,
2022,4,Colorado,,30504,
2022,3,Colorado,,30518,
2024,8,Colorado,,30518,
2023,5,Colorado,,30519,
2023,3,Colorado,,30522,
2024,3,Colorado,,30534,
2023,3,Colorado,,31005,
2024,5,Colorado,,31008,
2023,5,Colorado,,31533,
2023,3,Colorado,,31601,
2021,3,Colorado,,31602,
2021,1,Colorado,,31906,
2023,5,Colorado,,32003,
2023,3,Colorado,,32025,
2023,3,Colorado,,32043,
2022,3,Colorado,,32064,
2023,9,Colorado,,32080,
2023,3,Colorado,,32082,
2024,5,Colorado,,32082,
2022,2,Colorado,,32092,
2024,3,Colorado,,32092,
2022,3,Colorado,,32097,
2022,3,Colorado,,32137,
2023,4,Colorado,,32160,
2024,2,Colorado,,32169,
2023,3,Colorado,,32202,
2022,5,Colorado,,32218,
2023,4,Colorado,,32218,
2023,3,Colorado,,32224,
2022,3,Colorado,,32225,
2022,4,Colorado,,32250,
2024,1,Colorado,,32256,
2022,2,Colorado,,32258,
2023,3,Colorado,,32258,
2022,6,Colorado,,32277,
2022,3,Colorado,,32303,
2024,1,Colorado,,32311,
2023,3,Colorado,,32333,
2023,4,Colorado,,32428,
2024,2,Colorado,,32461,
2022,3,Colorado,,32504,
2022,8,Colorado,,32536,
2023,6,Colorado,,32541,
2024,3,Colorado,,32541,
2022,3,Colorado,,32565,
2023,6,Colorado,,32566,
2023,4,Colorado,,32571,
2022,7,Colorado,,32578,
2024,6,Colorado,,32578,
2023,6,Colorado,,32579,
2022,3,Colorado,,32615,
2024,3,Colorado,,32615,
2022,5,Colorado,,32625,
2023,8,Colorado,,32707,
2024,6,Colorado,,32712,
2024,3,Colorado,,32714,
2023,3,Colorado,,32724,
2024,1,Colorado,,32746,
2022,1,Colorado,,32751,
2023,3,Colorado,,32751,
2022,3,Colorado,,32771,
2022,3,Colorado,,32773,
2024,3,Colorado,,32773,
2022,4,Colorado,,32779,
2023,4,Colorado,,32779,
2022,5,Colorado,,32792,
2023,1,Colorado,,32803,
2024,3,Colorado,,32810,
2022,3,Colorado,,32812,
2022,3,Colorado,,32817,
2022,3,Colorado,,32821,
2022,5,Colorado,,32824,
2023,4,Colorado,,32826,
2023,6,Colorado,,32827,
2022,3,Colorado,,32828,
2023,6,Colorado,,32828,
2024,3,Colorado,,32828,
2022,6,Colorado,,32829,
2022,4,Colorado,,32920,
2022,3,Colorado,,32935,
2021,4,Colorado,,32952,
2023,6,Colorado,,32952,
2022,6,Colorado,,32955,
2022,7,Colorado,,32963,
2024,3,Colorado,,33004,
2022,3,Colorado,,33009,
2024,3,Colorado,,33012,
2023,4,Colorado,,33020,
2022,4,Colorado,,33027,
2024,12,Colorado,,33027,
2023,5,Colorado,,33028,
2024,3,Colorado,,33030,
2023,2,Colorado,,33033,
2024,2,Colorado,,33033,
2021,2,Colorado,,33037,
